State,Sub-Category,Product Name,total_sales,total_profit,avg_discount,unique_orders
New York,Binders,"Avery Flip-Chart Easel Binder, Black",107.424,36.2556,0.2,1
Michigan,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,36.2835,0.0,1
Maryland,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,36.2877,0.0,1
Maryland,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,36.294,0.0,1
Washington,Appliances,3M Office Air Cleaner,103.92,36.372,0.0,1
Texas,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,207.984,36.3972,0.2,1
Wisconsin,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,36.3987,0.0,1
Nevada,Paper,Xerox 1909,79.14,36.4044,0.0,1
Kentucky,Paper,Xerox 1909,79.14,36.4044,0.0,1
New York,Paper,Xerox 1912,75.88,36.4224,0.0,2
Maryland,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,36.4473,0.0,1
Illinois,Phones,RCA ViSYS 25425RE1 Corded phone,323.976,36.4473,0.2,1
Virginia,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,36.4704,0.0,1
New Jersey,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,36.4736,0.0,1
California,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",125.86,36.4994,0.0,2
Minnesota,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,36.5742,0.0,1
California,Paper,Xerox 1900,81.32000000000001,36.593999999999994,0.0,4
California,Paper,Xerox 1971,81.32,36.594,0.0,2
California,Furnishings,"Executive Impressions 14"" Contract Wall Clock",111.15,36.6795,0.0,3
Arizona,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,36.693,0.2,1
Massachusetts,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,36.693,0.0,1
New York,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,36.7255,0.0,1
New York,Binders,Plastic Binding Combs,109.08,36.814499999999995,0.2,2
California,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,36.8245,0.0,1
Indiana,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,36.8245,0.0,1
Washington,Accessories,Enermax Acrylux Wireless Keyboard,99.6,36.852,0.0,1
New York,Accessories,Enermax Acrylux Wireless Keyboard,99.6,36.852,0.0,1
New York,Phones,AT&T 1080 Corded phone,136.99,36.9873,0.0,1
Maryland,Labels,Avery 505,74.0,37.0,0.0,1
California,Labels,Avery 505,74.0,37.0,0.0,1
Texas,Phones,AT&T CL83451 4-Handset Telephone,329.584,37.0782,0.2,1
New York,Binders,GBC ProClick Punch Binding System,102.368,37.1084,0.2,1
Arizona,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,37.1812,0.2,1
California,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",413.2,37.188,0.0,2
New York,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128.34,37.2186,0.0,1
Michigan,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,37.23,0.1,1
Utah,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,37.236,0.2,1
Nebraska,Storage,Tennsco Single-Tier Lockers,750.68,37.534,0.0,1
Connecticut,Paper,Xerox 191,79.92,37.5624,0.0,1
Vermont,Paper,Xerox 191,79.92,37.5624,0.0,1
New Jersey,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,37.6422,0.0,1
Ohio,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,334.928,37.6794,0.2,2
Indiana,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,37.758,0.0,1
Washington,Binders,Avery Legal 4-Ring Binder,100.704,37.764,0.2,1
Idaho,Accessories,Logitech Trackman Marble Mouse,89.97,37.7874,0.0,1
California,Accessories,Logitech Trackman Marble Mouse,89.97,37.7874,0.0,1
New York,Accessories,Logitech Trackman Marble Mouse,89.97,37.7874,0.0,1
Florida,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,37.7916,0.2,1
California,Phones,AT&T CL2909,302.376,37.797,0.2,1
North Carolina,Phones,AT&T CL2909,302.376,37.797,0.2,1
California,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,37.7972,0.2,1
New York,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,37.884,0.0,1
Missouri,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,37.884,0.0,1
Florida,Paper,Embossed Ink Jet Note Cards,108.33600000000001,37.9176,0.2,2
Ohio,Paper,Embossed Ink Jet Note Cards,108.336,37.9176,0.2,1
California,Paper,Xerox 1944,77.52,37.9848,0.0,1
New York,Paper,White Computer Printout Paper by Universal,77.52,37.9848,0.0,1
Washington,Bookcases,Bestar Classic Bookcase,199.98,37.9962,0.0,1
California,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,37.9962,0.0,1
Pennsylvania,Furnishings,"Seth Thomas 16"" Steel Case Clock",233.856,38.001599999999996,0.2,2
New Jersey,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,38.024,0.0,1
Mississippi,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,38.038,0.0,1
Virginia,Envelopes,#10 Self-Seal White Envelopes,77.63000000000001,38.0387,0.0,2
Connecticut,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,38.08,0.0,1
Arizona,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,38.0864,0.2,1
Kentucky,Binders,Aluminum Screw Posts,76.3,38.15,0.0,1
Illinois,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,38.1576,0.2,1
Indiana,Storage,Eldon Portable Mobile Manager,141.4,38.178,0.0,1
Connecticut,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,38.2095,0.0,1
Maryland,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,38.2668,0.0,1
California,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,348.39,38.322900000000004,0.0,2
Oklahoma,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,38.3238,0.0,1
Oregon,Phones,AT&T 1080 Corded phone,438.368,38.3572,0.2,1
New Jersey,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",79.95,38.376,0.0,1
Washington,Phones,Vtech CS6719,383.96,38.396,0.2,1
Florida,Phones,Vtech CS6719,383.96,38.396,0.2,1
California,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",512.336,38.425200000000004,0.2,2
Illinois,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",153.824,38.456,0.2,1
New York,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",101.4,38.532,0.0,1
Texas,Storage,Letter Size Cart,342.864,38.5722,0.2,1
Pennsylvania,Paper,Xerox 1925,123.92,38.725,0.2,1
Pennsylvania,Paper,Xerox 1988,123.92,38.725,0.2,1
Texas,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,38.7792,0.2,1
Oregon,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,38.7792,0.2,1
California,Storage,Space Solutions Commercial Steel Shelving,775.8,38.79,0.0,3
Washington,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.704,38.8704,0.2,1
Minnesota,Chairs,"Global Stack Chair without Arms, Black",155.88,38.97,0.0,1
Minnesota,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64,38.9752,0.0,1
New York,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,38.988,0.0,1
Washington,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,38.988,0.0,1
California,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984,38.9974,0.2,1
New York,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,39.066,0.0,1
Washington,Furnishings,Luxo Economy Swing Arm Lamp,139.58,39.0824,0.0,1
New York,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,229.89999999999998,39.083,0.0,2
Missouri,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,39.3408,0.0,1
Pennsylvania,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",105.024,39.384,0.2,2
New York,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,39.41,0.0,1
Georgia,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,135.95,39.4255,0.0,1
Kentucky,Chairs,Hon Olson Stacker Stools,140.81,39.4268,0.0,1
Alabama,Tables,"Bevis Round Conference Table Top, X-Base",358.58,39.4438,0.0,1
California,Accessories,First Data FD10 PIN Pad,395.0,39.5,0.0,1
New York,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,39.5428,0.0,1
South Carolina,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,39.55,0.0,1
Texas,Phones,Cisco SPA112 2 Port Phone Adapter,351.68,39.564,0.2,2
New York,Paper,Petty Cash Envelope,80.88,39.6312,0.0,1
Washington,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,39.6879,0.2,1
North Carolina,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,39.689,0.2,1
Virginia,Paper,Easy-staple paper,84.56,39.7432,0.0,2
Washington,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,39.7488,0.0,1
South Dakota,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,39.7488,0.0,1
California,Accessories,Logitech Media Keyboard K200,209.94,39.8886,0.0,1
New York,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,39.9234,0.1,1
New Jersey,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,39.948,0.0,1
New York,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,39.98,0.0,1
Washington,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,39.98,0.0,1
Tennessee,Paper,Standard Line While You Were Out Hardbound Telephone Message Book,123.088,40.0036,0.2,1
New York,Art,Boston 16801 Nautilus Battery Pencil Sharpener,154.07,40.0582,0.0,2
California,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,236.0,40.12,0.0,1
Washington,Paper,Xerox 1945,81.98,40.1702,0.0,1
California,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,40.274,0.0,1
Georgia,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,40.274,0.0,1
California,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,40.3128,0.0,1
New York,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,40.3128,0.0,1
New York,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",155.1,40.326,0.0,3
Florida,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,40.3536,0.2,1
Texas,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,40.3536,0.2,1
Georgia,Envelopes,Staple envelope,85.88,40.3636,0.0,2
California,Paper,Xerox 1895,89.7,40.365,0.0,2
West Virginia,Binders,Ibico Standard Transparent Covers,82.4,40.376,0.0,1
South Carolina,Paper,Xerox 1933,85.96,40.4012,0.0,1
Missouri,Paper,Xerox 1881,85.96,40.4012,0.0,1
Washington,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,40.416,0.0,1
Missouri,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,40.416,0.0,1
California,Paper,Standard Line While You Were Out Hardbound Telephone Message Book,87.92,40.4432,0.0,1
Virginia,Chairs,"Global Stack Chair with Arms, Black",149.9,40.473,0.0,1
Pennsylvania,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982,40.4973,0.4,1
Connecticut,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,40.5168,0.0,1
California,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",81.06,40.53,0.0,2
California,Paper,Astroparche Fine Business Paper,84.48,40.550399999999996,0.0,3
California,Supplies,Premier Electric Letter Opener,811.02,40.551,0.0,2
Wisconsin,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,40.5867,0.0,1
Florida,Accessories,Logitech MX Performance Wireless Mouse,191.472,40.6878,0.2,1
Indiana,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,40.7499,0.0,1
New York,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,119.94,40.7796,0.0,3
Ohio,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",171.76,40.793,0.2,2
New York,Binders,Ibico Laser Imprintable Binding System Covers,125.76,40.872,0.2,1
Virginia,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,40.9216,0.0,1
Washington,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,40.97,0.0,1
Michigan,Binders,GBC Poly Designer Binding Covers,83.7,41.013,0.0,1
Louisiana,Binders,Heavy-Duty E-Z-D Binders,87.28,41.0216,0.0,1
Virginia,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,41.0388,0.0,1
Georgia,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,41.0388,0.0,1
California,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,41.076,0.0,1
Michigan,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,41.1332,0.0,1
New York,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",89.44,41.1424,0.0,3
Pennsylvania,Paper,Xerox 1909,126.624,41.1528,0.2,1
Washington,Bookcases,"Hon Metal Bookcases, Putty",141.96,41.1684,0.0,1
Nevada,Bookcases,"Hon Metal Bookcases, Putty",141.96,41.1684,0.0,1
Washington,Labels,Round Specialty Laser Printer Labels,87.71,41.2237,0.0,1
California,Labels,Avery 50,87.71,41.2237,0.0,1
California,Labels,Self-Adhesive Address Labels for Typewriters by Universal,87.72,41.2284,0.0,3
California,Art,Newell 345,158.72,41.2672,0.0,3
Kentucky,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,41.2938,0.0,1
California,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,41.2938,0.0,1
Delaware,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,41.3374,0.0,1
Wisconsin,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,41.3928,0.0,1
California,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,41.4456,0.0,1
Michigan,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,186.732,41.496,0.1,1
California,Paper,White GlueTop Scratch Pads,90.24,41.5104,0.0,1
Louisiana,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,41.535,0.0,1
Texas,Paper,Xerox 1964,127.904,41.5688,0.2,1
Minnesota,Storage,Safco Steel Mobile File Cart,166.72,41.68,0.0,1
California,Paper,Xerox 1968,86.84,41.6832,0.0,2
California,Binders,GBC VeloBind Cover Sets,111.168,41.688,0.20000000000000004,3
California,Art,Peel-Off China Markers,99.3,41.706,0.0,1
Florida,Accessories,Maxell 4.7GB DVD-R,158.928,41.7186,0.2,1
Ohio,Accessories,Maxell 4.7GB DVD-R,158.928,41.7186,0.2,1
Texas,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,159.024,41.7438,0.2,2
Texas,Phones,Plantronics HL10 Handset Lifter,371.168,41.7564,0.2,1
California,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,41.7852,0.2,1
Pennsylvania,Phones,Bose SoundLink Bluetooth Speaker,358.2,41.79,0.4,1
California,Paper,Xerox 1960,92.94,41.823,0.0,1
Utah,Paper,Xerox 1988,92.94,41.823,0.0,1
New York,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94,41.823,0.0,1
California,Tables,Chromcraft Round Conference Tables,3346.368,41.8296,0.2,4
Washington,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42,41.8608,0.0,1
California,Machines,Okidata C331dn Printer,558.4,41.88,0.2,1
Kentucky,Bookcases,Bush Somerset Collection Bookcase,261.96,41.9136,0.0,1
Texas,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,41.934,0.3,1
Georgia,Binders,Ibico Plastic Spiral Binding Combs,91.2,41.952,0.0,1
Michigan,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,41.952,0.0,1
Nebraska,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,41.986,0.0,1
Louisiana,Phones,Nokia Lumia 521 (T-Mobile),149.95,41.986,0.0,1
Florida,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944,41.993,0.2,1
California,Phones,Polycom CX600 IP Phone VoIP phone,479.92,41.993,0.2,1
Connecticut,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,41.9958,0.0,1
Virginia,Phones,Aastra 57i VoIP phone,161.61,42.0186,0.0,1
Michigan,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,42.0256,0.0,1
Idaho,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,42.0256,0.0,1
Maryland,Binders,"Performers Binder/Pad Holder, Black",84.09,42.045,0.0,1
Massachusetts,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",87.6,42.048,0.0,1
California,Storage,File Shuttle I and Handi-File,155.82,42.0714,0.0,1
Michigan,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,42.0744,0.0,1
California,Storage,Carina Double Wide Media Storage Towers in Natural & Black,1052.74,42.1096,0.0,3
California,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",120.63999999999999,42.224000000000004,0.2,4
Georgia,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",140.75,42.225,0.0,1
Indiana,Storage,"File Shuttle II and Handi-File, Black",169.45,42.3625,0.0,1
Delaware,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,42.392,0.0,1
California,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,42.4647,0.2,1
Montana,Phones,Panasonic KX TS3282W Corded phone,339.96,42.495,0.2,1
New York,Bookcases,"Hon Metal Bookcases, Black",681.408,42.588,0.2,1
Florida,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,42.747,0.2,1
Texas,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,42.8805,0.2,1
Ohio,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,42.8935,0.2,1
California,Storage,Recycled Steel Personal File for Hanging File Folders,171.69,42.9225,0.0,2
Louisiana,Accessories,Logitech Wireless Marathon Mouse M705,99.98,42.9914,0.0,1
Michigan,Accessories,Logitech Wireless Marathon Mouse M705,99.98,42.9914,0.0,1
Vermont,Accessories,Logitech Wireless Marathon Mouse M705,99.98,42.9914,0.0,1
California,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,165.55,43.043,0.0,3
California,Accessories,Microsoft Arc Touch Mouse,119.9,43.164,0.0,1
Maryland,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,43.176,0.0,1
New York,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,43.176,0.0,1
Pennsylvania,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,143.952,43.1856,0.2,2
Delaware,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,43.1904,0.0,1
Indiana,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,43.1904,0.0,1
Illinois,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,43.1991,0.3,1
Georgia,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,43.2234,0.0,1
Wisconsin,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,43.2234,0.0,1
Pennsylvania,Storage,Iceberg Mobile Mega Data/Printer Cart ,577.584,43.3188,0.2,1
Washington,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,43.4217,0.0,1
Pennsylvania,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,43.4352,0.2,1
Washington,Storage,Home/Office Personal File Carts,173.8,43.45,0.0,2
Mississippi,Storage,Home/Office Personal File Carts,173.8,43.45,0.0,1
California,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,43.4646,0.2,1
Missouri,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,43.5981,0.0,1
New York,Furnishings,Magnifier Swing Arm Lamp,167.84,43.6384,0.0,3
New York,Art,Staples in misc. colors,143.62,43.669,0.0,2
Maryland,Chairs,Global Highback Leather Tilter in Burgundy,272.97,43.6752,0.0,1
California,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,43.6842,0.0,1
North Carolina,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584,43.7136,0.2,1
California,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",121.44,43.7184,0.0,2
South Carolina,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,43.736,0.0,1
Maryland,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,43.7842,0.0,1
California,Fasteners,Staples,92.6,43.8566,0.0,7
Minnesota,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",87.78,43.89,0.0,2
New York,Phones,Samsung HM1900 Bluetooth Headset,87.8,43.9,0.0,1
Pennsylvania,Labels,Round Specialty Laser Printer Labels,130.31199999999998,43.9803,0.2,2
Texas,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,43.9956,0.2,1
Michigan,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,95.7,44.022,0.0,2
Ohio,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,44.0316,0.2,1
North Carolina,Paper,Xerox 1916,117.456,44.046,0.2,2
California,Phones,Polycom VoiceStation 500 Conference phone,707.88,44.2425,0.2,1
Indiana,Accessories,Logitech MX Performance Wireless Mouse,119.67,44.2779,0.0,2
New York,Furnishings,Coloredge Poster Frame,113.6,44.304,0.0,1
California,Binders,GBC Wire Binding Strips,126.96000000000001,44.436,0.2,2
Kentucky,Binders,Tuf-Vin Binders,94.74,44.5278,0.0,1
California,Storage,Eldon Fold 'N Roll Cart System,153.78,44.5962,0.0,1
California,Labels,Avery 516,95.03,44.664100000000005,0.0,3
California,Furnishings,Luxo Economy Swing Arm Lamp,159.52,44.6656,0.0,3
California,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,132.696,44.7849,0.2,4
Texas,Machines,Wasp CCD Handheld Bar Code Reader,336.51,44.868,0.4,1
Virginia,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,44.8896,0.0,1
New York,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,44.8896,0.0,1
California,Paper,Xerox 1898,93.52,44.8896,0.0,3
California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",91.68,44.923199999999994,0.0,5
California,Storage,Fellowes Super Stor/Drawer,249.75,44.955,0.0,1
New York,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,109.68,44.9688,0.0,2
California,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,44.975,0.0,1
Michigan,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,44.985,0.0,1
Maryland,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,44.9925,0.0,1
Washington,Paper,Personal Creations Ink Jet Cards and Labels,91.84,45.0016,0.0,1
New York,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",93.80000000000001,45.024,0.0,2
Texas,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,171.96,45.1395,0.2,1
Delaware,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,45.2226,0.0,1
Washington,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,45.294,0.2,1
Arkansas,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,45.294,0.0,1
Ohio,Envelopes,Airmail Envelopes,134.288,45.3222,0.2,1
California,Art,Model L Table or Wall-Mount Pencil Sharpener,161.91,45.3348,0.0,2
Oklahoma,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,45.3488,0.0,1
Washington,Tables,KI Conference Tables,283.56,45.3696,0.0,1
Florida,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173.208,45.4671,0.2,1
Kentucky,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,45.487,0.0,1
Delaware,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,45.487,0.0,1
New Jersey,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,45.528,0.0,1
Maryland,Paper,Xerox 1939,94.85,45.528,0.0,1
California,Paper,Xerox 1912,94.85,45.528,0.0,1
Iowa,Paper,Xerox 1887,94.85,45.528,0.0,1
New Jersey,Paper,Xerox 1939,94.85,45.528000000000006,0.0,2
New Jersey,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,45.5392,0.0,1
New Jersey,Chairs,"Global Value Steno Chair, Gray",182.22,45.555,0.0,1
Michigan,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,45.576,0.0,1
California,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,45.588,0.0,1
Texas,Paper,Advantus Motivational Note Cards,125.76,45.588,0.2,2
California,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,157.3,45.617,0.0,2
California,Storage,Tennsco Regal Shelving Units,1521.15,45.6345,0.0,3
California,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,108.72,45.662400000000005,0.0,3
Kentucky,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,45.7632,0.0,1
California,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,45.7704,0.0,1
California,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,45.8064,0.0,1
Washington,Storage,Eldon Portable Mobile Manager,169.68,45.8136,0.0,1
Wisconsin,Binders,Surelock Post Binders,91.68,45.84,0.0,1
Alabama,Binders,Surelock Post Binders,91.68,45.84,0.0,1
North Carolina,Furnishings,24-Hour Round Wall Clock,159.84,45.954,0.2,1
New York,Paper,Xerox 1891,97.82,45.9754,0.0,1
New York,Paper,Xerox 1943,97.82,45.9754,0.0,1
Indiana,Paper,Tops White Computer Printout Paper,97.82,45.9754,0.0,1
